ulasan,label
promo doank suruh aktifin paylater tapi nga di approve turun bintang unduh srh tgg 2 juni wkwkw,netral
kenapa sekarang nih hancur sekali aplikasi ini mau pesan makan pun terlalu susah niat untuk berbisnis not_sih maaf saya harus hapus aplikasi ini karena audah terlalu sangat buruk saya pesan makan slalu di cancel terus,negatif
lengkap map nya,positif
tolong diperhatikan lagi untuk driver yang suka nyuruh cancel pesanan terimakasih,netral
pelayanan baik mantul lah pokoknya,positif
sangat membantu sekalii,positif
aplikasi ini sudah mulai mahal mending cari yang murah karena drivernya pun sudah not_diperhatikan lagi pendapatannya,negatif
crash saat ke menu profil langsung terhenti,negatif
sangat ramah drivernya juga sangat membantu,positif
gojek no good saldo saya di gojek ilang melulu,negatif
sekarang gojek dapat drivernya susah,netral
aplikasinya sangat membantu dan memudahkan transaksi,positif
maaf ya saya bintang 3 sebelumnya not_pernah ada masalah tapi setelah update kenapa bintang yang saya kasih ke driver jadi 2 semua padahal saya yakin sudah kasih bintang 5 kan kasihan drivernya kalau kayak gitu,netral
pengemudinya semua buat celaka semua,negatif
gojek benar benar mudah digunakan dan penawaran menarik terimakasih gojek,positif
saya ingin login ke akun gojek namun nomor telfon saya hilang bagaimana ya,netral
saya buka update gojek muter2 terus sampai belum bisa update comen tertunda,netral
rudet akun susah masuk hiliran daftar baru kartu baru email baru not_ada kode otp,negatif
sangat bermanfaat belanja di alfa mart dan indomaret,positif
nape not_bisa masuk terus pemberitahuan ada yang salah,negatif
lebih cepat lagi,netral
saya login di perangkat baru sebelumnya ada voucher promo saat masih di perangkat yang lama tapi mengapa saat di perangkat baru not_ada promo apakah promo berdasarkan perangkat ataukah berdasarkan akun terimakasih,netral
saran fitur mengirim foto di in chat akan sangat membantu,positif
akun saya di bekukan not_dapat voucher lagi padahal saya pengguna setia gojek untuk mengantar anak saya ke sekolah,negatif
daftar menu di gofood kurang plus daftar restoran nya kemarin pakai gosend tak ada angin dan hujan tiba2 di blokir 1 hari akunnya,netral
kenapa tarif gojek naik lagi padahal beberapa bln yang lalu sudah naik,netral
kenapa ya sekarang grabcar makin kesini gamau ambil oderan alasan jauh lah dll anak saya sedang sakit minta tolong dong kerja smanya msak main cancel tolak2 terus khususny wilayah sulut manado,negatif
tapi di upgrade melulu kesal,netral
akun saya diblok gara2 pindah dihp baru not_bisa oder gofood,negatif
gojek makin lama makin mahal sama kaya ojek pangkalan saja lama kelamaan kata nya murah tuk membantu masyarakat,netral
duh untuk pelayanan gofood ini kalau keresto nya langsung jadi ribet sekali giliran sudah di siapin not_bisa ngapa2in giliran di tungguin ehh malah batal,netral
lokasi rumah saya pernah digunakan orang order fiktif ketika saya mau pesan gojek dari rumah atau gofood selalu alamat rumah saya berubah not_sesuai dan diatur ulang not_bisa,netral
kenapa goride malem sudah not_bisa di pesan buat susah saja,netral
entah kenapa saat mau bayar tagihan gopay later not_bisa terus padahal saldo cukup,netral
jarang ada promo potongan lagi untuk gofood,netral
mantap apknya bagus,positif
pembaruan melulu hhuh,netral
antar jemput langsung di dan ke tempat shg effisien unduh wkt,netral
tadinya s3nwng sekali pakai gojek tapi skrg tarifnya jadi mahal sekali,netral
aplikasi bodoh susah dapetin driver pekalongan,negatif
sukses terus untuk go jek kerja bagus love you muaacchh,positif
saya beri 3 bintang karena sangat lumayan membantu aktivitas tranportasi saya,netral
lupa nomor hape gara hape lama ilang tapi sudah terlanjur verifikasi ktp untuk gojek pas di lapor ke layanan pelanggan ttep saja not_bisa bantu nanti kalau nomernya kejual terus di login akun saya bagaimana gojek mengecewakan,negatif
hadeuh eror lokasi melulu sudah di izin kan tetep ajah eror lokasi goofood sama gooride nya,negatif
jujur saja saya benci sekali setiap topup pakai bca oneclik harus verifikasi pembayaran dimana itu memakan pulsa yang not_sedikit,negatif
pelayanan yang sangat baik recommended,positif
saya kasih bintang 3 saja karena not_pernah nunggak dan sudah teratur bayar tagihan gopay later kenapa sekarang limit di block no good mengecewakan,netral
aneh saya download aplikasi ini dan sudah mendaftar tapi yang terdaftar malah orang lain padahal itu pakai nomor telepon saya,negatif
ko paylaternya not_bisa dipake setelah di update,netral
kenapa saya not_bisa buka gopay pinjam saya padahal jatuh tempo sudah 2 hari lagi,netral
tolong kembalik seperti semula akun gopay saya dan bagaimana nasib saldo didalam dompet gopay saya baru saja bermitra bersama tokopedia menjadi jasa pembayaran main blokir blokir dompet gopay saja nih pihak gojek saya not_merasakan merugikan pihak gojek ya,negatif
masih sering eror ketika hujan,netral
saya suka dengan sistem dan pelayanan dalam gojek,positif
saya not_order gojek tiba2 4 driver chat saya dikira saya opik lah padahal lg not_maen hp sama sekali aneh benar gojek,negatif
masih mencoba bagaimana kinerja nya nyaman tidak,netral
mau kemana saja mau makan apa saja mau kirim barang juga masalah terselesaikan gojek memang andalanq,positif
belanja di gajek pas pengiriman juga cepat,positif
selalu sukak simple dan gampang dipakeknya,positif
kenapa server down melulu not_muncul menunya padahal data sama wifi gaada masalah,negatif
sangat terbantu dengan adanya aplikasi gojek terimakasih gojek semoga makin sukses dan makin berkembang,positif
terus tingkatkam pelayanan,positif
sangat memudahkan dalam transportasi,positif
gomart nya not_bisa padahal sudah di upgrade terus not_ngerti apa yang slh dari akun gue tiap klik blnjaan not_muncul dikeranjang padahal pengen sekali coba gomart nya tapi not_bisa di akun gue,netral
mau pesan apa saja praktis deh di sini,positif
not_ada call center atau nomor telepon layanan pelanggan yang bisa dihubungi saya sudah bayar tagihan paylater untuk bln desember di tgl 1 kmaren dan baru saya pakai kembali untuk bayar tagihan tv kabel ehh tau tau hari ini dibekukan dengan alasan saya harus bayar tagihan yang kmaren baru saya pakai mo ngadu ke layanan pelanggan biar bisa cepat ditangani malah di suruh laporan ke bantuan yang not_tau berapa lama prosesnya ini sudah kedua kali saya alami kok jadi gini sih sorry saya turunin bintang nya lagi kecewa,negatif
kenapa aku not_bisa download ya,positif
sangat membantu perjalanan kami terima kasih gojeg oke,positif
sebelum nya saya sangat terbantu adanya aplikasi ini tapi saya kurang suka dengan akun yang nama nya firman syahputra zebua karena dia not_tau alamat saya padahal alamat sudah saya kirim dengan jelas tapi dia malah keliling kemana2 dan dia minta pinjam hp saya dengan alasan melihat versi terbaru jogek di hp saya ternyata dia memberi bintang sendiri saya kurang puas mohon kasih pencerahan dan di respon kritikan dari saya oleh pihak go jek terhormat,negatif
woy kenapa saya isi pulsa indosat gagal terus kamu mao nipu ya saya sudah ngisi gopay malah not_bisa,negatif
semua bagus tapi tarifnya sekarang mahal,netral
update terus bosan,netral
selalu ontime saat dibutuhkan,netral
top insentif prakerja cepat diterima,positif
gofood nya fuh ongkos mahal sekali,netral
aplikasi nya menarik,netral
cepat murah dan tepat waktu sesuai yang diharapkan,positif
lama sekali jemput nya di cari cari pada not_ada yang datang gojeknya,negatif
minta di update melulu jadi lama kalau mau naik gojek,netral
kok jadi kyk gini gojek lambat sekali,netral
setelah update malah lebih kecewa dengan tampilan aplikasinya,netral
ini aplikasi asuh ambil uang saya 1 2 bukti ad sudah 1 hari uang saya blum dikembalikan aplikasi korupsi,negatif
keren sukses terus mengantarkan orang bertaruh nyawa,positif
sering memberi promo,positif
driver nya sangat ramah aku suka sekali karena ramah,positif
ini kenapa saya not_bisa mendaftarkan pembayaran linkaja padahal saya sudah memenuhi persyaratannya jika ada masalah mohon segera diperbaiki,netral
selalu ada promonya,positif
sangat bagus aplikasinya juga not_banyak bug,positif
sangat membantu dan nyaman,positif
makin sulit pesan gojegnya,positif
kemaren masih bisa pakai promo 2 sekaligus eh sekarang cuma pilih salah satu padahal saya sering order gofood jadinya not_srek lagi untuk order order,negatif
peta jalan sulit di perbesar ia akan kembali saat dilepas,netral
ada versi lite nya dong jadi males download karena makan space lumayan di hp,netral
cukup konsisten sejauh ini okelah gojek makasih ya,positif
lokasi nya not_sesuai dengan tempat saya tingal kecewa sekali,negatif
kebanyakan draivernya bilangnya gaada kembalian terus mau goride gofood gocar pasti gaada kembalian terus ngomongnya tolong beri tau dong admin ke driver2 harus sediain receh not_usah takut gaakan di kasih insentif pasti kalau costumerbya ngelebihin buat males mesen2 lagi gojeg,netral
akun saya dihack padahal saya tak pernah memberi kode otp ke siapapun tiba2 ada tagihan paylater dan ditelpon berulang kali oleh debt collector,negatif
sngat membantu sekali smoga kedepan semakin lebih baik lagi,positif
tolong sejahterakan para driver kasihan mereka berangkat pagi pulang mlam tapi penghasilan not_menentu,positif
sangat membantu terimakasih paman,positif
mudah masuk aplikasinya tapi masih bingung cara memasukkan nmr pin di go pay,netral
kenapa kalau pesan gofood di gojek lama sekali cari drivernya not_sampai terulang lagi,negatif
pagi buta abis mudik gini mau balik dari terminal not_bisa pesan kemarin lagi darurat not_bisa pesan juga heran ini aplikasi tiba tiba harus isi bintang pesan juga engga mohon pencerahan nya terimakasih,negatif
begitu bayak joki yang tiba2 tanpa kesalahan lang sung di pm padahal mereka kerj bener2 untuk hidupin perekonomian kluarga mereka alhasil pihak aplikator sudah memutus rezeki seseorang saya yakin aplikator ne not_kan abadi tinggal tunggu waktu a saja suatu saat akan tumbang juga bismilah,negatif
sangat membantu dan puas sekali ada nya gojek semua jadi serbauluss praktis,positif
bantuan not_pakai bot elah urgent nih,negatif
semoga tetap jaya karya anak bangsa,positif
selalu memudahkan setiap di butuhkan,positif
kenapa updet terus,netral
saya suka dengan mudah mw pesan makanan dan transportsasi di daerah sulteng,positif
gojek lama sekali not_driver nya not_aplikasi nya lama sekali,negatif
semakin jadi yang terbaik,positif
tdk bisa untuk pemesanan go food,netral
mantap pin aplikasinya kalau bisa si kasih saya saldo 500jt,positif
order gofood masa harus menunggu driver anterin pesanan makanan ke tujuan yang pertama dulu kemudian ke saya saya pindah ke gojek tuh karena saya kecewa dengan sistem double order gr b sekarang gojek yang pakai sistem double order aplikasi payah makanan yang saya pesan keburu basi orang sudah kelaperan disuruh menunggu sampe 1 jam lagi padahal estimasi cuma 20 menit,negatif
aku hanya bisa bilang ok dan terimakasih atas pelayanan nya,positif
sangat membantu dalam hal transportasi masarakat menengah kebawah good,positif
tolong ya saya sering sekali mendapatkan pengemudi yang selalu not_ramah padahal saya suka kasih lebih,positif
aplikasi aj9 masa gopay saya 2 kali hilang,negatif
aku pernah bayar goride pakai pulsa ke bapaknya gara gara waktu itu aku kliknya bayar pakai cash tapi ternyata aku ngga ada uang cash terus aku bilang sama bapaknya bagaimana kalau bayarnya besok ya pak aku bayar pakai pulsa terus bapaknya mau baik sekali bapaknya,positif
aplikasi lambat not_bisa dibuka load system nya lama,negatif
ongkos kirim dan biaya penanganan gofood bisa dipertimbangkan lagi tks,netral
saya kasih 3 dlu pemula belum paham next time saya tambhin 2 lgi kalau pelayanan ya puass,netral
pelayanan customer service buruk awalnya saya komplain karena saya ada tagihan dari driver untuk bayar tol 55rb parkir 10rb tapi hanya dengan jrk 4 2km yang aslinya tdk melalui jln tol sama sekali tdk ada penagihan uang parkir ketika saya komplain saya ttp diminta untuk melakukan pembayaran tsb akan diusahakan untuk pengembalian dana kembali tetapi stlh itu saya cek ternyata tdk ada pengembalian dana laporan lgsg ditutup tanpa adanya feedback ke cust,negatif
alhamdulilah cukup membantu,netral
terus notip ada promo voucer lah pas di cek not_ada melulu jek jek suka buat hoak pantesan banyak yang pindah ribu aplikasi lain,negatif
ini akun saya kenapa not_bisa mesan goride gocar masang lokasi tujuannya kemana tetap not_bisa peaan goride gocar,netral
bisa memaksimalkan posisi sampai dititik terdekat,positif
so far so good pelayanannya tapi kenapa saya ngga pernah dapat diskon ya,positif
tolong bantuannya saya kirim data saya terus kok not_ketetima2 makasih,netral
wah not_kalah sama shopee mulai rame nih shopee area solo driver gojek banyak yang pada ngeluh karena orderan brkurang,positif
lebih suka tampilan go food yang lama yang ada pilihan terlaris terfavorid terdekat,netral
praktis bayar tagihan,positif
lebih di maximalkan lgi,netral
aneh jarak jemput driver nya jauh sekali dah gitu makin di cek makin naek harganya untuk food nya tolong dong biaya lainnya 1 0 saja kayak dulu biar pakai voucher nya berasa potongannya,negatif
l6523u muhammad abdul jalil tolong untuk driver ini dibenarkan ya sikapnya order gojek hari ini untuk ngirim barang malah saya dikata alamat not_sesuailah tarif 8ribu saja smpean gateli dibantu cari rejeki saja malah not_bersyukur malah disuruh tunggu saja smpek besok pagi kalau not_mau jadi driver ya not_jadi driver not_ada sopan santunnya sudah menunggu lama sia tolong ditegur untuk gojek yang pemalas kayak gtu,negatif
gofood gojek idolaku selalu memuaskan ramah sopan,positif
kenapa tarif gojek belakangan ini mahal biasanya mahal kalau hujan saja,netral
sangat baik dan memuaskan,positif
aplikasi berat saya yang biasa dapat 20 24 trip skng hanya dapat 10 14 trip,negatif
buruk sekali kwalitas gojek di ternate pesanan saya selalu di tolak,negatif
susah daftarnya kenapa not_bisa,negatif
voucher kamu maksain amat bukannya menjaga pelanggan setia gojek yang lama eh malah untuk aturan voucher baru untuk pengguna baru maap saya hapus ni gojek dari hp saya maap2 ya,negatif
saran dong buat langganan mingguan gobike n gocar nya pasti jadi tambah ok,positif
tonglong di permudah kaya aplikasi yang dulu kalau sekarang mau masuk aplikasi ajah susah masukan kode keamanan apal hp uwing na rusak,negatif
sangat sangat mengecewakan saya pengguna gojek yang bisa di katakan aktif tapi sangat memalukan pihak dari kantor gojek memposting gambar binatan minuman koi atribut gojek yang di kenakan di binatang hewan sialan kalian harus sadar driver penuh pengorbanan di lapangan dalam menjalankan tugas tugasnya untuk melayani konsumen kalian tapi kenapa kalian menyakan driver dengan binatang saya enggan lagi menggunakan aplikasi gojek karena saya not_menyukai cara kalian seperti itu,negatif
